Using default values
Currently we are using a scaled Mutation Rate pf .3426 (missense mutation rate): 
Unscaled Point Selection: -0.005
Number of samples to generate SFS: 113000
Running simulations
106159	0
206391	10
107722	10
207771	20
107380	20
207333	30
107098	30
206894	40
107085	40
206762	50
106908	50
207055	60
107018	60
206402	70
106894	70
206913	80
107358	80
207402	90
107313	90
207276	100
107187	100
206983	110
107352	110
206796	120
107234	120
207190	130
107717	130
208134	140
107677	140
207892	150
107711	150
207496	160
107263	160
206490	170
107153	170
206795	180
107324	180
207039	190
107365	190
207769	200
107652	200
207582	210
108239	210
208097	220
108164	220
208424	230
108161	230
207971	240
107911	240
207394	250
107567	250
207853	260
108009	260
208393	270
108259	270
207989	280
108115	280
207770	290
107923	290
207420	300
107917	300
208199	310
107803	310
207782	320
107812	320
207142	330
107468	330
207062	340
107277	340
207321	350
107454	350
207776	360
107951	360
207558	370
107716	370
207979	380
108230	380
208546	390
108270	390
208168	400
107889	400
208020	410
107725	410
207743	420
107666	420
207612	430
107478	430
206985	440
106923	440
207475	450
107398	450
207350	460
107264	460
207364	470
107198	470
206811	480
107287	480
207854	490
107446	490
207745	500
107173	500
207414	510
107375	510
207334	520
107356	520
207070	530
107288	530
207420	540
107556	540
207566	550
106994	550
206647	560
106904	560
206897	570
106799	570
206461	580
106880	580
206098	590
106666	590
206728	600
106629	600
207140	610
106950	610
207286	620
107311	620
206997	630
107425	630
207058	640
106768	640
206747	650
106916	650
207135	660
107204	660
207144	670
106998	670
206394	680
106979	680
206210	690
107257	690
207060	700
107429	700
207130	710
107237	710
206940	720
107236	720
207235	730
107270	730
208060	740
107614	740
207406	750
107178	750
207424	760
107727	760
207668	770
107162	770
207371	780
107325	780
207729	790
107455	790
207666	800
107271	800
207756	810
107283	810
206941	820
106695	820
207237	830
107168	830
207035	840
107063	840
207325	850
107342	850
207463	860
107589	860
207975	870
107429	870
207268	880
107173	880
207313	890
107624	890
207616	900
107655	900
207849	910
107427	910
207530	920
107271	920
206701	930
107350	930
207781	940
107706	940
207764	950
107587	950
207763	960
107340	960
207247	970
107629	970
208254	980
107680	980
207041	990
107089	990
206903	1000
107224	1000
207117	1010
107223	1010
207356	1020
107187	1020
207085	1030
107138	1030
207309	1040
107488	1040
207847	1050
107943	1050
207699	1060
107955	1060
208220	1070
108018	1070
208148	1080
107632	1080
207304	1090
107568	1090
207317	1100
107618	1100
207561	1110
107239	1110
207450	1120
107184	1120
207155	1130
107361	1130
207619	1140
107354	1140
207399	1150
107135	1150
207316	1160
106858	1160
206934	1170
106952	1170
207235	1180
107364	1180
207724	1190
107574	1190
207740	1200
107208	1200
207364	1210
107308	1210
207489	1220
107616	1220
207607	1230
107484	1230
207351	1240
107404	1240
207036	1250
107434	1250
207097	1260
107295	1260
207032	1270
107351	1270
207073	1280
107137	1280
206863	1290
107054	1290
207490	1300
107160	1300
207093	1310
107093	1310
206967	1320
107329	1320
207616	1330
107426	1330
207204	1340
107330	1340
207411	1350
107290	1350
207908	1360
107516	1360
207073	1370
107138	1370
206850	1380
107361	1380
207176	1390
107592	1390
207730	1400
107517	1400
207339	1410
107214	1410
206849	1420
107102	1420
207226	1430
107545	1430
207250	1440
107441	1440
207467	1450
107511	1450
207597	1460
107481	1460
207418	1470
107197	1470
206582	1480
107354	1480
207602	1490
107651	1490
207673	1500
107505	1500
207101	1510
107202	1510
207317	1520
107432	1520
207554	1530
107594	1530
207814	1540
107336	1540
207629	1550
107216	1550
207798	1560
107610	1560
207206	1570
107379	1570
207606	1580
107671	1580
208159	1590
107467	1590
206928	1600
106979	1600
207063	1610
107450	1610
207019	1620
107477	1620
207587	1630
107427	1630
207617	1640
107389	1640
206936	1650
107452	1650
207544	1660
107754	1660
207243	1670
107191	1670
207353	1680
107109	1680
206797	1690
107015	1690
207355	1700
107007	1700
207311	1710
107081	1710
207308	1720
107357	1720
207681	1730
107377	1730
207185	1740
107249	1740
207059	1750
107262	1750
207201	1760
107353	1760
206744	1770
106862	1770
206866	1780
107007	1780
207379	1790
107074	1790
207123	1800
106823	1800
206695	1810
106919	1810
207216	1820
107032	1820
206552	1830
107129	1830
207003	1840
106786	1840
206932	1850
106827	1850
206369	1860
106619	1860
206549	1870
106803	1870
206563	1880
106945	1880
206997	1890
107013	1890
206388	1900
106649	1900
206179	1910
107043	1910
207137	1920
107362	1920
206963	1930
107265	1930
207580	1940
107706	1940
207497	1950
107140	1950
208036	1960
107912	1960
207673	1970
107434	1970
207833	1980
107498	1980
207787	1990
107405	1990
207217	2000
106933	2000
207039	2010
106674	2010
206881	2020
107096	2020
206837	2030
106922	2030
206674	2040
106590	2040
206536	2050
106824	2050
206713	2060
106377	2060
206041	2070
106746	2070
207005	2080
106924	2080
206744	2090
107151	2090
207201	2100
107059	2100
207213	2110
107173	2110
206968	2120
107165	2120
206939	2130
106825	2130
206874	2140
106799	2140
207105	2150
107097	2150
207040	2160
106635	2160
206757	2170
106799	2170
206963	2180
106979	2180
207024	2190
107078	2190
206920	2200
106918	2200
206903	2210
