Currently we are using a scaled Mutation Rate pf .3426 (missense mutation rate): 
Unscaled Point Selection: -0.005
Number of samples to generate SFS: 111710
Running simulations
Starting iteration 0 of simulation
105624	0
205435	10
106808	10
206604	20
106827	20
206954	30
106892	30
206834	40
106941	40
207665	50
107412	50
207066	60
107069	60
207205	70
107226	70
206844	80
106825	80
207188	90
107008	90
206635	100
106763	100
206933	110
106822	110
206976	120
107296	120
207001	130
106620	130
206711	140
107166	140
207174	150
107014	150
207020	160
106756	160
206842	170
107170	170
207134	180
106979	180
207140	190
106832	190
206329	200
106680	200
206606	210
107128	210
206655	220
106878	220
207049	230
106878	230
206848	240
107394	240
207451	250
106890	250
206466	260
106879	260
206816	270
107247	270
207115	280
107100	280
206691	290
107091	290
207049	300
107256	300
207393	310
107031	310
206509	320
107219	320
207112	330
107219	330
207706	340
106991	340
207733	350
107614	350
207091	360
107318	360
207421	370
107443	370
206935	380
107270	380
207118	390
107218	390
207436	400
106877	400
206750	410
107275	410
207666	420
107902	420
208027	430
107278	430
207181	440
107219	440
207160	450
106790	450
206502	460
107106	460
207053	470
106861	470
207039	480
107202	480
207038	490
107178	490
206712	500
106764	500
206535	510
106771	510
206991	520
106990	520
207014	530
106874	530
207059	540
107152	540
207605	550
107625	550
207250	560
106760	560
207057	570
107115	570
207295	580
107236	580
207232	590
107368	590
207460	600
107136	600
206895	610
106935	610
207088	620
107215	620
207616	630
107615	630
207557	640
107077	640
207537	650
107411	650
207443	660
107707	660
208139	670
107662	670
207808	680
107295	680
207596	690
107374	690
207482	700
107076	700
206816	710
106899	710
206871	720
106654	720
206799	730
107082	730
207256	740
107089	740
207135	750
106866	750
207094	760
106849	760
207379	770
107130	770
206557	780
106971	780
206866	790
106979	790
207475	800
107362	800
208145	810
106917	810
206923	820
107209	820
207512	830
107335	830
206776	840
107168	840
207225	850
107681	850
207621	860
107301	860
207251	870
107246	870
207571	880
107227	880
207366	890
107465	890
207263	900
107088	900
207265	910
107310	910
207348	920
106957	920
207225	930
107256	930
207051	940
107141	940
207537	950
107119	950
207297	960
107180	960
207174	970
107039	970
206566	980
106640	980
206789	990
107012	990
207372	1000
107300	1000
207465	1010
107041	1010
206272	1020
106792	1020
206843	1030
107041	1030
207340	1040
107167	1040
207653	1050
107123	1050
207252	1060
107531	1060
207338	1070
107232	1070
207307	1080
107113	1080
